agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7
-0.2066677369843605,-0.2066677369843605,-0.2066677369843605,-0.2066677369843605,-0.2066677369843605,-0.2066677369843605,-0.2066677369843605,-0.2066677369843605
0.36238394773725996,0.36238394773725996,0.36238394773725996,0.36238394773725996,0.36238394773725996,0.36238394773725996,0.36238394773725996,0.36238394773725996
0.1495443926403682,0.1495443926403682,0.1495443926403682,0.1495443926403682,0.1495443926403682,0.1495443926403682,0.1495443926403682,0.1495443926403682
0.42522417604638674,3.8845998619911604,0.42522417604638674,0.42522417604638674,0.42522417604638674,0.42522417604638674,0.42522417604638674,0.42522417604638674
0.28331355539654784,0.28331355539654784,0.28331355539654784,0.28331355539654784,0.28331355539654784,-0.6062067121544399,0.28331355539654784,0.28331355539654784
0.24380976853042663,0.24380976853042663,0.24380976853042663,0.24380976853042663,0.24380976853042663,0.24380976853042663,0.24380976853042663,0.24380976853042663
0.0570953114001017,0.0570953114001017,-0.6795614600787163,0.0570953114001017,0.0570953114001017,0.0570953114001017,0.0570953114001017,0.0570953114001017
0.4336393153136301,0.4336393153136301,0.4336393153136301,0.4336393153136301,0.4336393153136301,0.4336393153136301,0.4336393153136301,0.4336393153136301
-0.06622652816021748,-0.06622652816021748,-0.06622652816021748,-0.06622652816021748,-0.06622652816021748,-0.06622652816021748,-0.06622652816021748,1.662748254428708
0.28579649275681485,0.28579649275681485,0.28579649275681485,0.1653921203848835,0.28579649275681485,0.28579649275681485,0.28579649275681485,0.28579649275681485
-0.04573281859426177,0.09808863329299444,2.325617274725464,1.2692211331582743,-0.04573281859426177,-0.04573281859426177,-0.04573281859426177,-0.04573281859426177
0.21492425111759625,0.21492425111759625,0.3500105421159012,0.3500105421159012,0.21492425111759625,0.3500105421159012,0.21492425111759625,0.21492425111759625
0.24547831449141083,0.4336120458271153,0.7817452139893698,0.24547831449141083,0.24547831449141083,0.24547831449141083,0.24547831449141083,2.033825311625904
0.21556094846248305,0.21556094846248305,0.21556094846248305,0.21556094846248305,0.21556094846248305,0.21556094846248305,0.21556094846248305,0.21556094846248305
0.3361964672606271,1.0777274867147608,-1.0946528920017498,0.9089869487857045,0.3361964672606271,0.3361964672606271,0.3361964672606271,0.3361964672606271
0.5675170860786506,0.5007920282966966,0.5675170860786506,0.5675170860786506,0.5675170860786506,0.5675170860786506,0.5675170860786506,0.12047918690673676
0.5320210709724454,0.5154966803688569,0.5154966803688569,-0.4157991113460362,0.5154966803688569,0.5154966803688569,0.5154966803688569,-0.4157991113460362
0.7451411308893944,0.7451411308893944,0.7451411308893944,1.5252602905794295,0.7451411308893944,0.7451411308893944,0.4045614410357482,0.8470465782576155
0.08818337058153425,0.08818337058153425,0.08818337058153425,3.412259526381039,0.08818337058153425,0.08818337058153425,0.08818337058153425,0.08818337058153425
-1.076670312250525,0.16184984933255747,0.16184984933255747,-0.8225020188471817,0.16184984933255747,0.16184984933255747,0.16184984933255747,0.16184984933255747
