scenario,communication_structure,network_topology,communication_noise,n_runs,average_cumulative_return_mean,average_cumulative_return_std,average_reward_over_time_mean,average_reward_over_time_std,average_group_reward_per_timestep_mean,average_group_reward_per_timestep_std,final_group_performance_mean,final_group_performance_std,cumulative_return_std_mean,cumulative_return_std_std,gini_coefficient_mean,gini_coefficient_std,expected_regret_mean,expected_regret_std,mean_most_popular_arm_share_mean,mean_most_popular_arm_share_std,mean_choice_entropy_mean,mean_choice_entropy_std,mean_distinct_arms_chosen_mean,mean_distinct_arms_chosen_std,final_most_popular_arm_share_mean,final_most_popular_arm_share_std,final_choice_entropy_mean,final_choice_entropy_std,final_distinct_arms_chosen_mean,final_distinct_arms_chosen_std,mean_lie_rate_mean,mean_lie_rate_std,final_mean_reputation_mean,final_mean_reputation_std
sq1_global_baseline,global,fully_connected,0.0,1,2.4118801580599265,0.0,0.8039600526866422,0.0,6.431680421493137,0.0,19.295041264479412,0.0,0.42273099545791804,0.0,0.09143302444433621,0.0,-3.39504126447941,0.0,0.2916666666666667,0.0,1.968546354076522,0.0,4.0,0.0,0.375,0.0,1.9056390622295662,0.0,4,0.0,0.0,0.0,1.0,0.0
sq1_global_returns,global,fully_connected,0.15,1,1.7750171992192365,0.0,0.5916723997397456,0.0,4.733379197917965,0.0,14.200137593753892,0.0,0.6919258462523803,0.0,0.21552172505758826,0.0,1.69986240624611,0.0,0.2916666666666667,0.0,1.8537593748197108,0.0,3.6666666666666665,0.0,0.375,0.0,1.5612781244591325,0.0,3,0.0,0.0,0.0,1.0,0.0
sq1_global_returns,global,fully_connected,0.3,1,1.7750171992192365,0.0,0.5916723997397456,0.0,4.733379197917965,0.0,14.200137593753892,0.0,0.6919258462523803,0.0,0.21552172505758826,0.0,1.69986240624611,0.0,0.2916666666666667,0.0,1.8537593748197108,0.0,3.6666666666666665,0.0,0.375,0.0,1.5612781244591325,0.0,3,0.0,0.0,0.0,1.0,0.0
sq1_global_returns,global,fully_connected,0.6,1,2.032119867294907,0.0,0.6773732890983023,0.0,5.418986312786418,0.0,16.256958938359254,0.0,0.836461362999177,0.0,0.2331412388941303,0.0,-0.3569589383592522,0.0,0.2916666666666667,0.0,1.968546354076522,0.0,4.0,0.0,0.375,0.0,1.9056390622295662,0.0,4,0.0,0.0,0.0,1.0,0.0
sq1_local_returns,local,fully_connected,0.0,1,2.4118801580599265,0.0,0.8039600526866422,0.0,6.431680421493137,0.0,19.295041264479412,0.0,0.42273099545791804,0.0,0.09143302444433621,0.0,-3.39504126447941,0.0,0.2916666666666667,0.0,1.968546354076522,0.0,4.0,0.0,0.375,0.0,1.9056390622295662,0.0,4,0.0,0.0,0.0,1.0,0.0
sq1_local_returns,local,fully_connected,0.15,1,1.7750171992192365,0.0,0.5916723997397456,0.0,4.733379197917965,0.0,14.200137593753892,0.0,0.6919258462523803,0.0,0.21552172505758826,0.0,1.69986240624611,0.0,0.2916666666666667,0.0,1.8537593748197108,0.0,3.6666666666666665,0.0,0.375,0.0,1.5612781244591325,0.0,3,0.0,0.0,0.0,1.0,0.0
sq1_local_returns,local,fully_connected,0.3,1,1.7750171992192365,0.0,0.5916723997397456,0.0,4.733379197917965,0.0,14.200137593753892,0.0,0.6919258462523803,0.0,0.21552172505758826,0.0,1.69986240624611,0.0,0.2916666666666667,0.0,1.8537593748197108,0.0,3.6666666666666665,0.0,0.375,0.0,1.5612781244591325,0.0,3,0.0,0.0,0.0,1.0,0.0
sq1_local_returns,local,fully_connected,0.6,1,2.032119867294907,0.0,0.6773732890983023,0.0,5.418986312786418,0.0,16.256958938359254,0.0,0.836461362999177,0.0,0.2331412388941303,0.0,-0.3569589383592522,0.0,0.2916666666666667,0.0,1.968546354076522,0.0,4.0,0.0,0.375,0.0,1.9056390622295662,0.0,4,0.0,0.0,0.0,1.0,0.0
sq1_local_returns,local,random_graph,0.0,1,1.789172153330736,0.0,0.596390717776912,0.0,4.771125742215296,0.0,14.313377226645889,0.0,0.667345400827694,0.0,0.20723822926892588,0.0,1.5866227733541134,0.0,0.4583333333333333,0.0,1.6352130207431887,0.0,3.3333333333333335,0.0,0.5,0.0,1.5,0.0,3,0.0,0.0,0.0,1.0,0.0
sq1_local_returns,local,random_graph,0.15,1,1.6722313618229043,0.0,0.5574104539409681,0.0,4.459283631527745,0.0,13.377850894583235,0.0,0.2565757003945332,0.0,0.08527718551057228,0.0,2.5221491054167675,0.0,0.4166666666666667,0.0,1.6556390622295662,0.0,3.3333333333333335,0.0,0.375,0.0,1.5612781244591325,0.0,3,0.0,0.0,0.0,1.0,0.0
