scenario,communication_structure,network_topology,communication_noise,use_reputation,malicious_agent_ratio,lying_probability,lie_magnitude,reputation_strength,reputation_learning_rate,seed,average_cumulative_return,average_reward_over_time,final_group_performance,average_group_reward_per_timestep,cumulative_return_std,cumulative_return_variance,gini_coefficient,final_most_popular_arm_share,final_choice_entropy,final_distinct_arms_chosen,mean_most_popular_arm_share,mean_choice_entropy,mean_distinct_arms_chosen,oracle_expected_group_reward_per_step,expected_regret,mean_lie_rate,final_mean_reputation
sq2_lr_global_malicious_lr_0.75,global,fully_connected,0.0,True,0.25,0.7,1.0,1.0,0.75,21,3195.6452534611967,0.7989113133652984,25565.162027689574,6.391290506922387,346.2207096406145,119868.77978405067,0.06055580071826139,0.25,2.0,4,0.33684375,1.9213761923538677,4.006,12.4,24034.837972310426,0.17471875,1.7132597176166067
sq2_lr_global_malicious_lr_0.75,global,fully_connected,0.0,True,0.25,0.7,1.0,1.0,0.75,42,3147.094061826647,0.7867735154566614,25176.752494613174,6.294188123653291,412.44714803288826,170112.64992046324,0.07145907062710055,0.375,1.5612781244591325,3,0.35121875,1.9048493110919686,3.987,12.4,24423.247505386826,0.17640625,1.5768504594771624
sq2_lr_global_malicious_lr_0.75,global,fully_connected,0.0,True,0.25,0.7,1.0,1.0,0.75,84,3240.031232088765,0.8100078080221916,25920.24985671012,6.480062464177533,223.8012737663448,50087.010139438404,0.03867418043086923,0.375,1.5612781244591325,3,0.32146875,1.9463324009904817,4.044,12.4,23679.75014328988,0.1720625,1.6198431982641914
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,1,2770.1325430762367,0.6925331357690595,22161.060344609894,5.540265086152476,85.44111460918627,7300.184065660103,0.01567439977692975,0.375,1.8112781244591325,4,0.4175625,1.7392621991560175,3.73425,12.4,27438.939655390106,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,7,2955.350289112319,0.7388375722780801,23642.80231289855,5.910700578224641,184.28527846322282,33961.06385826758,0.030848755772452163,0.375,1.9056390622295662,4,0.40090625,1.817110835614752,3.938,12.4,25957.19768710145,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,21,2820.8131839516027,0.7052032959879009,22566.50547161282,5.641626367903207,124.0127152333179,15379.153539539999,0.02404164826242705,0.375,1.9056390622295662,4,0.4149375,1.7496538228204337,3.75175,12.4,27033.49452838718,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,42,2883.7415204293206,0.72093538010733,23069.932163434565,5.76748304085864,95.50584882039433,9121.367158904017,0.018230758215551424,0.375,1.9056390622295662,4,0.4105625,1.7626528729566049,3.78075,12.4,26530.067836565435,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,84,2856.074040675646,0.7140185101689112,22848.592325405167,5.712148081351289,135.26089517182922,18295.509762684575,0.025448535179433796,0.375,1.5612781244591325,3,0.40946875,1.7829283095767081,3.8505,12.4,26751.407674594833,0.0,1.0
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,1,2774.2684882962085,0.6935671220740519,22194.147906369668,5.548536976592415,135.40856280591467,18335.478881163337,0.024251578218275283,0.375,2.1556390622295662,5,0.4141875,1.757692752250746,3.78175,12.4,27405.852093630332,0.0,1.188657333326791
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,7,2920.471054064242,0.7301177635160602,23363.768432513934,5.840942108128481,162.1374920495346,26288.566328112895,0.030176651426721657,0.375,1.9056390622295662,4,0.40759375,1.7745563058955183,3.8145,12.4,26236.231567486066,0.0,1.190035305042975
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,21,2770.756125431294,0.6926890313578244,22166.049003450353,5.541512250862596,134.5209284699586,18095.880196419716,0.026508973079649945,0.25,2.25,5,0.40575,1.7989371067581346,3.8925,12.4,27433.950996549647,0.0,1.183864010367823
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,42,2858.379357127964,0.7145948392819916,22867.03485702371,5.716758714255933,102.18195458491807,10441.151842794261,0.018702416731292137,0.25,2.0,4,0.41278125,1.7601791452808546,3.7815,12.4,26732.96514297629,0.0,1.182897070323207
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,84,2771.9880965210045,0.692997024130251,22175.904772168036,5.543976193042008,162.6213994399097,26445.719555794665,0.030067966481594155,0.25,2.0,4,0.40628125,1.804535038724187,3.9165,12.4,27424.095227831964,0.0,1.1883625697772056
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,1,2992.442135423202,0.7481105338558004,23939.537083385618,5.984884270846403,231.7954491741332,53729.13025783817,0.04150605662075346,0.375,1.8112781244591325,4,0.39859375,1.8145138603389044,3.91425,12.4,25660.462916614382,0.0,1.1843321082172296
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,7,2766.470218960441,0.6916175547401103,22131.761751683527,5.532940437920883,186.34423917276504,34724.17547287666,0.03272625461233636,0.375,1.8112781244591325,4,0.41234375,1.7712311871622735,3.82725,12.4,27468.238248316473,0.0,1.1938508577878622
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,21,2887.0975611970216,0.7217743902992544,23096.780489576173,5.774195122394035,131.68069680312124,17339.80591055554,0.02312402950511694,0.375,1.8112781244591325,4,0.40596875,1.784394706909884,3.83775,12.4,26503.219510423827,0.0,1.2001738952956613
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,42,3086.587692824833,0.7716469232062078,24692.701542598665,6.173175385649662,210.09419933662014,44139.57259489547,0.03262632567864854,0.25,2.0,4,0.3975625,1.817972050876009,3.923,12.4,24907.298457401335,0.0,1.1854650393214878
